treatment,response,cov1,cov2,cov3
0,0.095064228,-0.528264836,0.664584999,-0.949220319
0,0.783033636,1.034990971,0.523946448,-0.370915018
1,3.945181426,0.850236398,-0.426662417,1.259748427
1,-4.180444748,1.791564597,-2.418551353,0.037965403
0,-6.861410994,-1.740150157,-1.379341317,-0.971428665
1,4.246237053,-0.660211705,0.034136507,1.302768635
1,4.013578012,0.356013766,-0.99556746,0.306448584
1,2.887761373,0.53786893,-0.175309144,0.456854689
0,-0.682833267,-0.502409695,0.866003777,-1.501722711
1,4.1500108,-1.339426517,0.236537457,0.48017415
1,2.368968959,0.311864123,-1.066231867,-0.168442742
1,0.904078046,1.100129559,-1.403869717,0.129901538
0,5.720039182,3.356923296,1.4018464,-1.226269879
0,-1.624137439,-0.936771405,-0.133459312,-0.756215914
1,1.55586006,0.550557017,-0.397520393,-1.233371286
1,3.875951984,-0.474551738,-0.199824737,0.986729326
1,3.413152528,-0.602648623,1.309127487,0.68553406
1,1.557493053,-0.954655724,-1.036381351,0.187730761
1,1.882348117,0.935008404,-1.013345789,-1.251766719
0,2.422658556,0.86273913,-0.162716592,-0.430046049
0,-1.654307205,-1.005319758,-0.815515423,-0.415124638
0,5.629825174,-1.861312702,0.354041424,1.70259936
1,2.406955645,0.018972774,-0.709349062,0.354374676
0,0.540478078,-0.235474425,1.054202946,0.226076566
1,0.085697075,0.289758076,-1.508276194,1.585294333
1,2.749276479,0.126507425,-0.936694288,1.273129492
1,4.248262025,-0.704764163,0.536713541,-0.45274126
1,1.974850662,0.696997943,1.554103465,0.366722071
1,-0.456734966,-0.204404959,-1.928700166,0.748444258
0,0.512757252,0.970860412,0.843355642,1.080058114
1,4.312073582,0.378923614,-0.418840876,2.428445681
0,-3.425770013,-0.429756917,-0.420764156,-2.28139799
0,0.440811025,0.143913944,-0.999197881,0.553747474
1,3.727856617,1.750830941,0.692909073,0.298852569
1,4.040985582,0.046780656,0.531599788,0.366473694
1,5.247443987,-0.447113829,-0.443027581,0.201194704
1,1.184166398,1.177568258,-0.783109838,0.524523794
1,-0.016866554,1.798727528,-1.536252104,1.019894846
0,1.577432186,1.904695661,1.583978156,-1.192259833
1,-1.351793566,0.118235624,-1.850916034,-0.549630544
0,1.017968066,0.145519358,0.957783823,-1.044609225
1,3.826367629,1.825891731,0.492815036,0.448907001
0,1.390713404,1.493939173,1.454933679,-0.886091718
0,-6.237825429,-0.415030687,2.58924027,-1.123888328
1,5.190878198,0.793352374,-0.112405903,-0.050978692
1,0.453725779,0.45884835,-0.908211213,-0.004496725
0,1.544303997,-0.078086853,-0.089299374,1.116729667
1,5.759261058,1.855684548,0.394028715,-0.225740235
1,3.346468825,0.163597529,0.360921561,0.679580143
1,5.41652714,-0.548623334,0.053523422,1.355780112
0,-0.296232839,-1.240529983,-0.082375694,-1.22973351
0,-0.021609141,-0.489459993,-1.048001316,1.030649661
1,0.411991293,-0.649431742,1.099615545,-0.812322142
1,3.468136556,1.298237865,1.520919865,1.053089298
1,3.562652547,0.464211393,-0.039235717,-0.707325152
0,-1.785597089,-0.374777179,-0.561459641,-1.63114428
0,-1.994689974,-1.319598394,-0.951549586,-0.592683952
1,4.691654453,-0.21855766,1.494127841,1.103516457
1,0.219339277,-0.584912571,1.862011771,0.708963769
0,1.780786936,0.673884395,0.816218059,1.099714699
1,3.497269703,0.93976601,0.109336252,-0.263925507
0,-0.787606801,-0.464983183,-0.072611342,-0.089404693
0,0.522577247,-0.896635433,1.482760202,-0.906819864
1,4.807155363,-0.896341971,-0.265729335,0.854312177
0,-1.095638625,-0.4451,-0.473162397,-1.176787994
1,3.201708083,0.155615439,0.145165247,-0.447693655
1,3.5311356,0.638388834,-0.519465713,-0.37521498
1,2.957487623,1.298347357,0.239452105,0.594220673
0,-1.49712213,0.304934788,1.91805779,-0.169546396
0,1.138965236,-0.792029335,-0.31177495,-0.21797556
0,0.283775975,0.017130074,1.863116332,2.487534082
0,2.323343431,1.146403458,0.697281323,-0.177559568
1,1.464203757,1.932804244,-0.16164152,2.17741254
0,-1.29870435,-1.027285983,-0.021627079,-0.861079845
1,1.579765895,0.770493887,-1.011065357,-0.433973055
1,2.019253948,-0.068690953,-0.33721538,-0.878962466
1,3.249804121,0.757684383,0.22336956,-0.520839997
1,-0.784486484,-0.082897294,2.466635819,-0.166240152
1,4.863816388,1.13267239,0.753075711,-1.480208304
1,1.186886894,0.817505142,-1.322488886,0.000717331
1,3.284512808,-1.347553504,0.595648454,0.522940913
0,2.057349742,1.543467339,1.04409544,-0.332148939
1,5.823330836,1.403380979,0.220551567,0.391834661
0,-5.624193798,-1.891589944,-0.730070728,-1.095035346
1,6.590254579,-0.819332776,0.173459794,1.750353772
0,-3.062220328,0.267028953,-2.247725888,-0.492413603
1,3.962738436,-0.261529636,0.084316984,1.391547772
1,4.445462927,0.715738791,0.42811444,1.002136954
0,0.06113553,-0.508817805,-0.43382627,-0.008311804
0,-0.301709081,-0.223691394,0.479190865,-0.966821173
0,0.555994088,1.168267911,1.092695358,-0.166989764
0,-2.5740382,-2.757045939,-0.922205924,-0.439575764
1,-2.937284302,0.415939354,-2.194044303,0.686172648
1,3.273026026,1.151937455,-0.053322468,-0.476049228
1,4.285679095,0.788077745,0.230123891,-0.9543855
1,1.239002277,0.039320288,-0.428573097,-0.557652431
1,2.681737967,0.82077875,0.045173989,0.644164711
1,1.315319403,0.141456356,1.493534432,-0.92786424
0,1.743060831,0.578204913,0.004035906,-1.81482425
1,4.20130092,1.027590806,0.827777632,1.580073204
0,-0.480536206,0.95495489,1.664408051,-2.947991754
0,-7.241500814,-1.500657718,-0.102163259,-2.612462219
1,2.749165649,0.170632195,-0.212752788,-1.643217007
1,3.661620002,0.549622535,-0.829945568,0.347702678
0,-0.921701273,-1.954414536,1.192586593,-0.670007388
1,6.647562613,1.899093433,-0.472873427,-1.096205681
1,3.115396022,-0.883837158,0.026039614,0.648552426
0,-0.69537078,0.700587725,1.524654812,0.127655916
1,-2.372671767,0.773107461,-1.999632164,0.672634479
1,3.615426695,0.348743284,0.195600567,-0.934954354
1,3.668832666,0.655775573,0.858481904,0.592511216
1,2.100645799,1.121705824,0.165029395,1.085671716
0,-0.027225488,0.17908867,-0.792007096,-0.158029426
1,2.694381985,0.67710784,0.993958268,0.035540481
0,-2.246286006,0.995135315,2.026664885,0.722773402
1,5.156384325,0.330125238,0.213449837,-0.766322815
0,-1.327083259,-0.87142672,-0.587774596,0.303085779
1,5.521312303,-1.014055694,0.098747696,1.049584046
1,4.355959712,-0.408132801,1.613155757,1.771081354
1,5.607897232,-0.098771567,0.880792234,0.990171785
1,-1.677690777,-1.598095519,2.217624839,-0.290796333
1,4.003185699,0.462981511,-0.000779457,-1.826152433
1,3.233842738,0.453082284,-0.576846302,0.265477813
1,2.969119926,0.957362275,-0.608601389,-0.303293225
0,0.367913797,-1.614632841,-0.560132917,0.323409871
0,2.076938337,-0.257198153,0.030359044,-0.043896188
1,3.217724167,1.074418586,0.296867446,1.119672266
1,4.874311796,0.336031422,-0.158385627,1.580904884
1,1.270789052,-0.394602073,-0.739438127,-0.784576237
1,3.903546976,0.060765991,0.744953134,0.161071208
1,3.527989411,1.98571255,0.111695004,0.947164789
1,6.039579627,-0.870412737,0.667603381,0.646711756
1,2.943046149,-0.268574435,0.422419953,0.033974679
1,0.907056464,0.131527333,1.821425403,0.667566585
1,3.442373222,1.334807247,-0.871339255,-0.070265721
0,-1.204960949,0.406900597,1.981555153,1.319918239
1,2.390000179,0.557516223,0.141824476,-1.332768158
1,3.434870305,-0.616687289,0.587880638,0.525991579
0,-2.330549604,-1.22092957,0.267528391,-1.336191973
1,2.808098277,-0.407836727,1.701244192,0.537814016
1,2.03287501,1.178014588,-0.553614577,-0.505366094
1,0.707646955,1.032589867,-1.64567762,-0.298533279
0,-1.081307626,-1.348782687,-0.450069909,-0.559284427
0,-1.399699226,-0.617087449,-0.780529777,-1.021625538
1,-0.440022897,2.449308877,-2.28243837,-0.632528686
0,1.605009764,0.312490551,0.65675306,1.762965459
0,-2.456281072,-0.742508249,1.246125426,0.006636056
0,2.875027446,0.929535564,1.437123661,-0.465203549
0,2.056500774,-1.95124254,0.831417601,-0.158747314
0,0.046898281,0.465894018,-0.579642833,-0.216731365
0,1.633154088,0.667855756,0.766467931,0.493637693
1,1.590005047,0.02722848,-1.259120594,0.851648892
1,4.711111904,-0.67405454,0.90352067,0.155521063
1,0.932336639,-0.031934949,-0.752494381,-0.047292203
0,1.580429682,-1.148339516,-1.31596592,1.753657449
1,5.000621002,1.216136659,-0.270385155,-0.421007105
0,-2.356158966,-1.050968811,-1.206510529,-0.331872777
0,-1.123087812,-0.745440001,-0.741489015,-0.409785766
1,1.008557572,1.527072803,-1.295913033,0.416188235
1,3.887432876,1.932808463,0.795934372,0.297957626
1,3.891554055,1.4264879,1.139957419,-0.07251311
0,2.444308755,2.639840523,1.948703931,-0.341961845
1,1.675970231,-1.191547618,-1.709383318,0.485492109
0,-0.962260276,1.291856306,0.327731915,0.358516831
1,4.636105527,0.548718492,0.309466688,1.13080856
0,-1.042292655,1.613287515,2.228175199,-1.91285729
1,3.35829268,1.696872401,2.178122324,-0.770280137
1,3.63085654,-0.924008772,0.178685528,0.505902276
0,2.469010157,0.12596155,0.249547676,-1.278085657
1,4.994133215,1.248590329,0.370560234,-0.218646701
1,2.302959687,-0.212019824,0.48738834,-0.384816001
0,-4.157481674,-0.206867731,-1.330455626,-1.731933583
1,2.546372681,1.561136382,-0.821729932,0.289770444
0,2.558637164,2.024979125,1.916844551,-1.976996444
0,-2.093531945,-0.240530061,1.701234509,-1.778866594
1,-0.919592832,-0.16383371,-1.631661745,-0.038355887
0,-0.873205675,-0.537931858,0.207279959,-1.66257413
0,0.654762751,-0.37280446,-0.373404475,0.288105809
0,1.952534902,0.816877402,1.196403512,-0.310150662
1,2.437317246,0.568719986,-0.866151847,0.498037172
0,-2.753032234,-0.428770627,1.647409763,-0.345279084
1,6.200305414,0.064750168,0.387848257,0.702674846
1,5.550249504,-1.240711519,0.702077417,0.734779149
0,0.068924523,-0.044632434,1.268882398,-0.318008792
1,1.639399602,0.703708587,1.205952916,-0.892029916
1,1.774349194,-1.472847173,-1.438627561,0.854879862
1,-0.56886281,-0.003459678,-1.424975529,-0.617382368
1,-0.24585763,-0.504759615,-1.677330681,-0.229782989
1,2.467228918,-1.425322184,1.084229277,0.199627058
0,-2.555241717,-0.991549894,-0.560519529,-1.133078561
1,3.272125365,0.564089023,0.708630943,0.212814135
1,3.97810135,-0.276209415,0.969123851,1.354883655
1,4.323834191,-0.467645743,0.085934083,-0.092113807
1,1.632420981,0.224047915,-0.480345171,-0.485140337
0,-1.256539799,-1.294959471,-0.364879399,0.271163491
1,3.65473935,-0.609046214,-0.162497192,0.337047705
1,4.084843476,0.128976526,-0.80703435,-0.091019421
0,1.00068653,2.054081615,0.828168031,0.471110222
1,4.413263819,-0.503383379,0.588683576,0.236949124
0,0.108178963,1.714721988,0.429560639,1.225880016
0,-1.657279985,0.29958653,-0.840803887,-0.174203185
0,1.561643402,0.233418875,0.616386277,-0.157361377
0,-0.426362801,-0.29095057,-0.069001912,-0.967001414
1,-0.181088613,2.088157038,1.565650281,1.620671455
1,4.250080852,0.672922719,0.663052929,0.475620311
1,5.766577428,0.484544333,0.495704667,-1.281469916
1,5.354073683,-0.758585484,1.65613571,1.186618189
1,-0.438803659,-0.145049868,-1.760919779,1.114773436
1,-0.323929263,-0.049457737,-1.711378572,0.341667592
1,4.294596201,-1.018874775,-0.410096313,0.40642184
1,3.088267865,0.601844405,-0.147674286,-0.244494261
1,0.784726033,-0.3051763,-0.312409942,0.046433362
0,0.719917813,-0.828348982,-0.488937331,0.735824578
0,-0.604090747,0.239462191,0.915958422,-0.757184418
1,2.930888843,1.430754863,0.302069467,0.050386822
0,-0.957784227,-0.820131719,-0.720912293,-0.213794591
0,2.975134516,0.068845054,-0.05443811,0.023130191
1,2.394389788,-0.061525053,-0.621533329,-0.096712782
0,-5.157671339,-0.844409427,2.793536395,-0.341838207
0,7.362520856,-1.614182273,0.40162177,2.152416727
0,-3.643242234,-1.157828256,-1.668331016,-0.377326197
1,2.376957042,-0.715959688,-0.320033296,0.189895682
1,5.112927317,0.19291556,0.060411273,0.773266058
0,1.378521539,0.708803062,0.212300672,-1.929820571
0,-3.609293817,-0.591988568,0.494082731,-2.663352425
0,1.017036994,-0.445245368,-0.547593241,-0.27262055
1,2.992107475,-0.365050636,-0.94854073,0.663004077
1,6.426674734,0.045718961,-0.109177926,0.337976604
0,1.331399091,0.041673785,-0.162400982,-0.614606726
1,4.46501873,0.282161378,0.64528481,0.294367766
0,3.285926467,0.297102408,0.997681871,1.685407282
1,1.365548266,-0.358599036,-0.415599481,0.146942689
1,2.002256162,-0.864038088,0.366430772,-0.121860028
1,3.720435712,2.11169502,-0.254460254,-0.520817052
0,-4.738939179,-0.860990992,-1.592086632,-0.601633718
0,2.500699089,1.859882982,0.893302353,-0.237788699
0,3.193918999,1.02482359,0.512146454,-1.573484877
1,-3.175456585,-0.804225945,-2.300599729,0.757312796
1,5.415598739,1.268441038,-0.216455791,-1.871653865
0,-3.953918733,-1.393831522,-0.13438553,-0.952181465
1,-0.206282008,0.851397981,-1.301449015,-1.167544403
1,6.555944435,-0.735062233,-0.110526949,0.593931435
0,-3.482905282,0.049387136,-1.133656399,-2.369466311
1,2.937190102,-1.049717701,1.605379359,0.472746977
1,2.305603641,0.151361012,0.415365097,0.364846262
0,-0.582990202,0.512061673,-0.780392046,-0.103211627
1,1.970311882,-0.248265189,-0.633108578,1.142540522
1,1.256627131,1.749032724,2.003730947,-0.01437838
0,-4.998851694,-1.789187172,-1.19004988,-1.149301065
0,1.051537712,1.770091392,-0.830908359,-1.414265468
1,5.516104574,-0.65383614,-0.515061802,1.204016298
0,1.217205449,-0.161548369,-0.119719837,0.179826254
0,1.637071882,1.691823665,1.911418818,-1.069342927
1,2.848203286,0.722659358,-0.618675375,0.959451474
1,4.60636753,0.62848368,-0.316170818,0.436358509
0,2.472095724,-0.21368424,0.864205658,2.151666192
1,0.67659078,0.750723899,-1.180160171,-0.471405819
1,1.008093995,1.549967231,-0.692871324,1.055043292
1,1.237343238,-0.046280991,-1.276107633,-0.514349161
1,3.115267274,0.554743425,-0.769049318,1.122869007
1,4.353335335,-0.279201963,0.968092052,1.187898388
0,-1.545485649,-1.417774445,0.338405311,-1.375198438
1,3.537357756,1.064371087,-0.455418567,-0.991497189
1,5.466938148,-0.23756396,-0.106797782,0.408482954
0,-1.874719032,-0.007608261,-0.318107015,-0.203525013
0,2.915053891,-0.4257782,0.688424851,0.097927955
1,2.246818273,-0.133734043,-0.410750216,0.653635283
1,2.822055531,2.074351996,1.711245706,1.073529553
1,0.697207858,-0.593629055,-1.116167768,-0.342256575
1,0.708367218,1.522298711,-1.058552324,1.627799609
1,1.806936986,0.110319096,-1.376892321,-0.720155562
1,2.765699249,-0.825354579,-1.231611872,0.324122342
1,3.089421377,1.39804151,0.016487744,0.093656919
1,0.59798529,-1.313598355,1.803411241,-0.026127399
1,5.71389504,-0.298199467,-0.374728256,1.610621147
0,-0.50960081,-0.761570734,-1.201268478,0.710418154
0,-5.475669396,-2.261659325,-0.45677725,-1.041248615
1,6.710276227,-0.751100026,-0.70397367,1.776255376
1,2.303168049,1.023930773,0.145357205,1.103453356
1,1.347275332,1.80375765,-0.75675358,0.262207114
0,0.037215759,-0.672752286,-0.071436977,-1.512426181
1,8.022072282,-0.754685846,0.817173475,1.626716993
0,3.147365617,-2.974518002,-1.305668412,1.338018163
1,4.369467884,0.434833939,0.521124621,1.017474103
0,-3.692274438,-1.575731252,1.41095489,-0.799056132
1,4.401216591,0.786008941,0.592552456,-1.13609744
1,4.223354344,0.65627669,0.189786559,0.022173067
1,8.009175537,-1.423341327,0.767430623,1.988329301
0,2.093638519,0.032970358,-0.15245925,2.13786791
0,-6.348501616,-1.227727504,-0.725862441,-2.184559162
0,-0.363503517,-0.178732255,1.348991215,-0.891389375
1,2.723433378,0.593166801,0.572844215,-0.375494831
0,-6.461386973,-1.618233361,-1.161349132,-0.91842956
1,3.975528901,-0.096578327,0.395332044,-0.05737432
1,2.275310103,-0.170149653,0.49007395,-0.363394998
0,-1.873782705,-1.772231594,-1.573084139,0.235201069
1,1.862134089,0.423035244,-0.184702479,-0.622467317
1,2.765931434,0.149907863,-0.728529706,-0.910842901
1,4.193414604,0.897114217,0.470045706,1.293289379
1,3.50431681,0.815632606,-0.549236384,1.196206041
1,3.476436267,-0.164725872,1.23398886,1.50929194
1,3.551104244,0.473409196,-0.010558668,-0.260452144
1,4.829990628,-0.615808913,-0.407161446,1.018702466
0,0.46147508,1.21425882,-0.318827086,-1.69769373
1,3.176482783,0.339537217,1.600172246,-0.496706512
0,3.167232209,-1.637105837,0.143683165,0.632006606
1,1.189584572,-0.297722353,1.117822387,-1.210009548
1,6.482172302,1.171350851,0.975385844,-1.014058037
1,3.890895887,-0.505845569,1.440471966,0.986248886
0,2.307633828,0.145598723,0.671604365,1.519123251
0,-2.515893301,-1.857195254,0.052380714,-0.595660074
1,1.199974291,2.151599597,-0.754834192,1.038903388
1,3.161605954,0.709677006,-0.81482178,0.101925838
1,2.887086013,-0.10450041,-1.028682555,0.540094148
1,3.641783978,0.84629223,0.97876552,-0.571239004
1,4.522359575,-0.238663804,-0.093353036,0.458108952
0,-3.554895772,-1.189320244,-0.096467109,-1.229401232
0,1.49158893,0.284425065,0.762362629,-1.396077776
1,0.737135006,0.214193797,-0.222747981,-1.505588172
0,0.202794082,1.018438649,1.495125404,-1.105086722
1,4.311174418,1.403926582,-0.92078655,-0.778987903
1,4.756493514,0.861687271,-0.153799655,-0.196560322
1,2.069613414,0.368296431,-0.950247417,-0.628151426
1,3.152146456,0.084539331,0.891883887,-0.945554068
1,3.004658996,1.038855862,-0.55995242,1.507932904
1,0.480289502,-1.201951942,-1.785838466,1.215779148
1,1.973120307,0.248269846,-0.471782768,0.058680764
0,1.452241775,0.739701946,0.317146783,-1.674014148
1,4.481933013,-0.712212222,0.100638855,-0.422235893
1,3.340750743,1.700646825,0.680987695,0.437730271
1,-0.48036483,-0.734047942,-1.570171625,0.856215971
0,1.599988938,-0.849571653,-0.453719932,0.58130287
1,3.275261738,0.639138259,0.985552145,1.225699607
1,1.390410259,0.320617781,1.744422829,0.118918019
1,3.465579515,1.05432756,-0.50867045,0.94973964
1,3.623718298,-0.231082662,0.658046651,-0.75635873
0,-1.077101319,-0.119212489,-0.903311529,1.551845613
1,3.225183763,-0.892332409,-1.590750681,1.129211644
1,3.06712152,0.64199449,0.372759067,-0.093623156
1,4.176939961,-0.070292077,-0.596216262,-0.038348503
0,2.269452961,0.022407276,0.533347467,-0.153708467
1,1.909551476,-0.47232137,-1.054672273,0.675733189
0,-1.349860451,-0.541256201,-0.015376321,-1.304403565
0,-0.366609111,-1.64825479,0.911042988,-0.126179797
1,-1.289726647,-0.714693539,-1.433776954,-0.491962334
1,1.348404628,0.7832021,1.02335577,-0.067157289
0,1.968950779,-0.956995137,0.275161574,0.548178264
1,3.826842315,0.771175392,-0.75295178,-0.562613989
0,11.69551986,-2.676198926,-0.225150038,2.79985257
1,-0.936559592,-0.231270258,-2.268627206,1.333035742
0,-5.500251679,-2.00967202,-0.905988321,-0.74032944
1,1.292449837,0.647180283,-1.206447162,0.525893548
1,1.107701387,-1.097759401,1.838070834,-0.04441178
1,3.93955456,0.583582217,0.529416909,1.109407073
1,3.912662816,-0.360519554,-0.006488941,0.432940236
1,6.039636638,1.830690901,-0.036129016,-1.368795732
0,-1.331580814,-0.714980933,-0.01699573,-0.796854218
0,-0.232899086,-0.059516079,-0.311935888,0.521521603
0,2.185000809,-1.446730233,-1.082203116,0.996208645
1,1.750406702,0.324930391,-0.52815769,-0.706521562
0,-0.191013354,-1.336794319,-0.836575666,0.040749163
1,2.969600214,-1.677612054,0.581937016,0.111273326
1,5.046575003,1.502474647,0.050074607,-0.014082313
0,2.247706956,1.027825476,1.17586442,-0.589887761
1,3.152158033,0.689034003,-0.825527166,-0.102385903
0,-0.97418803,1.381342096,2.104631589,-0.187362708
0,-8.009660802,-0.948512779,-2.181184114,-0.917468301
1,2.099811811,-0.189234513,-0.575899528,-0.990447251
0,-6.914776755,-0.41768419,-2.020885222,-0.569947048
0,-2.67544217,-1.735106269,-0.723534718,-0.054601097
1,1.787301139,-0.980941918,-0.062154547,-0.665851764
1,4.333521761,0.049846159,0.006416188,-0.282620689
0,0.347755728,1.406503727,-0.401296512,-1.046715264
0,1.288361345,0.767234534,1.255054169,0.699272335
0,-2.097122128,-0.955369707,-0.330289757,-1.610323745
0,0.941903802,-0.235989764,0.969068527,0.845434742
1,3.575934486,0.114469922,-0.565724182,0.17725281
0,0.667080469,0.585042261,0.439007273,0.817869711
1,7.157991098,-0.547702404,-0.481586689,1.497584583
1,2.39319389,-0.276546963,-0.709438902,-0.518096115
1,3.865194276,0.75602761,-0.359404203,-1.205541216
1,2.04583453,0.783987752,1.430072309,-0.922018485
0,-0.611620996,-0.161044265,-0.077933242,-0.574771635
1,2.303472698,1.487209414,0.157608588,1.281876064
1,3.103170698,-1.529554829,0.328050504,-0.182959027
1,3.736308927,0.822590558,0.252787105,2.04486795
1,3.381124082,-1.122427303,-0.450823156,0.138112208
1,-0.589032411,0.862634043,-1.705491265,-2.188021261
1,-1.252044064,-0.863414041,-0.684962601,-1.349714827
0,2.216375637,-1.048904031,-0.476781188,0.738614092
1,4.971397788,0.09909434,1.115919141,1.132387662
1,3.049244213,0.176409423,0.70564104,-0.491101277
1,4.464492183,0.152362926,-0.250385403,1.33098005
1,0.150188024,1.087895117,-1.271558461,-0.260238843
1,4.747510411,-0.899165867,0.494101541,0.51502806
1,-2.997360143,-0.230785412,2.710507306,-0.279642321
1,3.075591204,0.771865739,-0.600709491,-0.354731865
0,1.274780997,1.457941844,1.709072303,0.284922494
1,4.643267755,0.046197468,0.567304434,0.311300674
1,4.649897039,1.364786824,-0.686863408,-1.091653908
1,4.992736702,0.888201317,0.898700959,-1.137682061
1,5.192847803,0.808909034,-0.003463739,1.156141524
1,3.930471923,-0.112004375,-0.411327926,0.448593882
0,-1.348847036,-1.518740097,-0.420369751,-0.48102355
1,1.165749759,0.318544833,1.680622695,-0.698277746
0,-1.494334802,-0.069118298,-0.426589177,-2.478913592
0,-3.713942299,-1.447423889,1.486053265,-1.19469047
0,2.435273192,-1.509496016,0.370467313,0.430490346
1,1.119326007,1.627298227,0.021633209,2.102679751
1,4.650589954,0.754754676,0.735397827,-0.326683536
0,0.948120211,0.407025191,1.083467656,-0.18275284
1,5.138849395,-1.063268142,0.868022945,-0.243801324
1,2.218869517,0.276828085,0.088011426,-0.752609137
1,0.583895955,0.587036037,-1.283155729,-0.191905773
0,-4.801603794,-1.423370698,-2.253847853,1.029775405
1,5.577650165,-0.664989574,-0.006625221,0.904836216
0,-1.323908506,-0.647851158,-0.75530548,-0.966169734
1,2.104168856,0.709760028,0.917362459,1.668331888
1,3.306462232,0.150493544,-0.227482106,0.193164439
1,1.40401626,2.000325186,0.419785606,2.204936295
0,0.158707693,-1.619920728,-0.958573928,0.186886974
0,-1.725793697,-0.121757425,1.869444182,-0.15525272
1,2.960532506,0.66321921,0.290960786,-0.223134986
1,3.451852846,0.344837283,-0.274622193,0.092315428
1,2.307204848,-0.839304652,0.976597412,-0.499573755
1,4.287000316,-0.160410588,-0.980066095,1.906450464
1,2.923378372,0.18166286,0.494853508,-0.46546508
1,5.922749181,0.975262368,0.168333815,-0.482728929
0,-0.75599627,-0.394984414,-0.169591962,-1.581522793
0,0.541116168,0.755408387,1.489611025,0.608713274
0,4.425910556,-0.953468919,1.065395194,1.141884618
1,2.506702482,2.735203441,0.168584577,-0.060057982
1,-1.177571482,-0.093117452,2.42997049,-0.069738044
1,2.537832387,0.479646688,-0.530186227,-0.527895795
1,4.68368027,0.046394798,0.710648096,0.489791247
0,1.067820625,-0.099583781,1.582178068,-0.206118139
1,2.155516638,0.143840058,0.811645358,-0.009128346
0,0.837879264,-0.32127535,-0.193543937,0.867560925
1,2.829538165,1.167078516,0.180419435,-0.349460002
1,-0.961299109,1.11834966,-1.737953175,-0.031141557
0,1.085082238,0.859002115,1.036597939,0.079732639
1,3.294000755,-0.203370411,-0.584024507,-0.280052262
0,-0.570934085,-0.35911594,-1.180392925,-0.225445569
1,5.188973221,1.703843067,-0.883344239,-0.568594525
1,3.388614152,0.423500889,0.249398537,-0.614043307
1,6.826973063,-1.159168178,-0.158034521,1.62042381
0,-3.424458418,0.812758181,2.395642847,0.432744019
1,2.444699599,0.013904712,-0.895390399,0.667593989
1,4.619373888,0.408900938,0.802843806,-0.797987568
0,1.446796565,-0.152165168,1.167755954,0.751662433
0,-1.323792972,-1.401339399,-0.183793572,-0.762234683
0,-3.254987539,-0.499428708,0.160377959,-1.978776945
0,-7.289415115,-1.526165893,1.914820279,-1.515324469
0,0.161763426,-0.67155519,0.596638107,-0.132734088
1,2.008339571,-0.413899435,-0.925031935,-0.249443688
1,-2.542661233,0.915827477,-2.3367606,-0.046939761
1,5.450758847,0.663695079,1.033579259,1.669382724
0,0.394742782,0.799305612,0.746270095,-1.255831278
0,0.835393444,-0.381458836,-0.143737348,0.10241818
1,4.18048624,0.215399826,0.159478631,0.116219859
1,6.757427941,2.342012152,0.589664033,-0.925481419
0,-0.320162699,1.640130804,1.789773432,0.5961501
1,2.989461321,1.07130933,-0.280665235,1.051566542
1,3.265609058,-0.740224528,-0.805209696,1.029543461
1,4.061502109,-0.441560402,0.951205981,-0.374465572
1,2.854199617,-1.075905841,-0.206506266,-0.142976398
1,2.78398108,-0.437295574,0.324148694,-0.12739643
1,2.939884417,0.378380782,-0.78490298,0.187048308
0,1.088096527,-0.42765709,-0.219532703,-0.159527303
1,5.108304087,1.283347964,-0.368589233,-0.746768013
1,-0.060089854,-0.199459283,-1.196489787,-1.049880241
1,5.676932374,-0.712402962,0.336644606,1.10648611
1,4.565750648,0.585001212,0.729278421,0.41532205
0,5.159509411,-0.047211071,0.018245673,2.293885755
1,-1.626511399,1.78337565,1.425758835,2.164270341
1,-0.586021286,1.069137142,-1.701011729,0.14553169
1,2.651300719,0.878801841,0.187499033,1.07767471
0,-1.141239612,-1.707111922,-1.035044801,-0.252892333
0,-1.891672981,-1.331186015,0.995901596,-1.247198439
1,1.077625435,1.211402749,-1.064042125,0.287247223
1,4.081134699,1.555868015,-0.375405989,-1.253518305
1,3.159573148,0.641127025,0.689635785,0.190610759
0,0.989432062,-1.798341041,0.354465414,0.440168553
0,0.919341109,0.370785961,0.499719822,-2.081832906
1,3.555292766,-0.528329095,-1.511257005,1.423356838
1,3.403009811,0.356549905,-0.238076983,0.253215599
1,4.459134583,0.08062568,-1.075210449,1.104913239
1,0.127554923,-1.706527494,1.335490517,-0.446616632
1,4.32961834,-0.073247663,0.368601581,0.902050048
1,2.17455086,0.265771187,-0.881866505,-0.189300869
1,2.682333033,-0.599251157,0.335915176,0.093424391
1,-1.86382213,-0.700601337,-2.205758311,0.357087816
1,0.315856441,-0.374048929,0.001251939,-1.202740115
0,-1.076964684,-0.411088977,2.158762257,1.040090251
0,2.117290525,-1.200546009,1.529755307,0.124986802
1,2.045068421,0.695671605,0.779012681,0.484808351
1,4.186472065,-0.435287056,-0.534289257,0.084744052
1,3.190464206,0.803057486,0.28569389,1.074934858
1,7.060291986,-0.504470172,0.655115271,1.31431234
1,2.114717904,0.562358904,-0.987851056,-0.377135546
0,-2.207876731,-0.848987962,-0.998608893,-0.152626704
0,0.707642766,-0.336743152,0.123779454,0.67869759
1,0.039580117,-1.077301551,0.233300312,-0.999804864
0,-3.282584071,-0.518867311,-0.905801529,-1.274367362
